Node	Degree	Betweenness	Eigenvector	Closeness	Eccentricity	PageRank	Clustering
https://unmhealth.org/	87	5259.044830661046	0.04157580228188597	0.43544857768052514	3	0.0015273061322953203	0.19486768243785085
https://unmhealth.org/careers/index.html	274	3987.032549763295	0.08372142980027186	0.4663542015400067	3	0.003926585315293984	0.0843025587551135
https://unmhealth.org/community/index.html	230	2688.7128388965248	0.07371727718281333	0.45286085825747724	4	0.003377415167080387	0.08399468388076704
https://unmhealth.org/global-health/_files/images/logos/UNM_Health_Horizontal_White-250x78.svg	493	31816.936009880385	0.12628333268819802	0.6072362685265911	3	0.00766337433232063	0.042002671548013654
https://unmhealth.org/global-health/_files/images/Icons/icon-arrow-black.png	32	501.56929818981627	0.006762917861902081	0.42250530785562634	4	0.0007311565551042362	0.034274193548387094
https://unmhealth.org/patients-visitors/index.html	275	4047.5144373097	0.08384293593715532	0.46651038178164767	3	0.00394565122536382	0.08371599203715992
https://unmhealth.org/services/pain-management/index.html	10	3.602660366528281	0.003279361417361521	0.32615312573167876	4	0.00024848228692570993	0.24444444444444444
https://unmhealth.org/_media/_icons/mobile-icons/embrace-mobile.png	28	409.21968073132325	0.008083566286565383	0.4212276988206834	4	0.0006443581493960948	0.08465608465608465
https://unmhealth.org/locations/cancer-center.html	72	1672.8204525628707	0.041740718079482146	0.4189473684210526	3	0.0011700035613697822	0.39280125195618154
https://unmhealth.org/providers/	339	26247.291370262577	0.10875193553002917	0.505259339862169	3	0.005252921611681922	0.16285280410535685
https://unmhealth.org/locations/index.html	275	4047.5144373097	0.08384293593715535	0.46651038178164767	3	0.00394565122536382	0.08371599203715992
https://unmhealth.org/services/behavioral-health/index.html	15	4.066284466097172	0.005115915086453999	0.32433061699650756	4	0.00030907350893567137	0.7238095238095238
https://unmhealth.org/services/bariatric/index.html	12	3.437124055886434	0.004047094246661619	0.32478433201212403	4	0.0002738041416327897	0.6515151515151515
https://unmhealth.org/services/orthopaedics/index.html	19	9.397121643061887	0.006052506133824109	0.32822808671065035	4	0.000370663500600343	0.4444444444444444
https://unmhealth.org/childrens-hospital/index.html	260	3426.3554257828127	0.08041626441975955	0.44892039961327745	4	0.003703542233335015	0.08416988416988418
https://unmhealth.org/community/diversity-equity-inclusion/lgbtq-collaborative.html	63	1853.7791969917153	0.03939938715923971	0.4092244418331375	3	0.0010142372656457546	0.3333333333333333
https://unmhealth.org/locations/unm-hospital/index.html	264	3514.2903064608677	0.08188861501430547	0.4630984042553192	3	0.0037616289732349635	0.08860467795829012
https://unmhealth.org/patients-visitors/native-american-patients.html	81	2035.6806527959575	0.048213642795456035	0.42848354352506923	3	0.0013701167708527074	0.6219135802469136
https://unmhealth.org/services/womens-health/index.html	15	11.471980722279335	0.004847471417440568	0.3319828408007626	4	0.0003279967794166521	0.49523809523809526
https://unmhealth.org/_media/_icons/embrace.jpg	44	778.1661471676828	0.009752744505637899	0.43193798449612403	4	0.0008973807157620935	0.02959830866807611
https://unmhealth.org/medical-professionals/index.html	274	3987.032549763295	0.08372142980027185	0.4663542015400067	3	0.003926585315293984	0.0843025587551135
https://unmhealth.org/childrens-hospital/ways-to-give/childrens-miracle-network.html	310	12027.97759073611	0.10098139690443526	0.4906657273687918	3	0.004407406598911436	0.1858857918363086
https://unmhealth.org/global-health/_files/images/close-btn.svg	461	26577.658888325088	0.12065452128026863	0.5882601351351351	3	0.007125821280048092	0.04276148259926436
https://unmhealth.org/locations/childrens-hospital.html	103	23216.763835586677	0.041786059721756454	0.43193798449612403	3	0.003135919669899696	0.17989720159908623
https://unmhealth.org/about/stories/index.html	15	12.496162231003787	0.004810841683654924	0.3284602688045272	4	0.0003266995813215831	0.3619047619047619
https://unmhealth.org/services/index.html	231	2736.7723515489106	0.07383878331969683	0.4530081300813008	4	0.003396481077150223	0.08330510069640504
https://unmhealth.org/index.html	276	4756.697437208068	0.08385090164885096	0.4666666666666667	3	0.004002962847653673	0.0831357048748353
https://unmhealth.org/locations/medical-group/index.html	260	3409.264675819247	0.08108166757794964	0.4623299037504149	3	0.0037014287154623505	0.0904068904068904
https://unmhealth.org/_media/_icons/building.png	18	151.69559404132372	0.005192435456458051	0.41631799163179917	4	0.0004700155632958677	0.10457516339869281
https://unmhealth.org/give/volunteer/index.html	274	3987.032549763295	0.0837214298002718	0.4663542015400067	3	0.003926585315293984	0.0843025587551135
https://unmhealth.org/_media/_icons/hospital-medium.png	39	617.7984493463608	0.01082047932660935	0.4332814930015552	4	0.0008044569427888712	0.058029689608636977
https://unmhealth.org/services/emergency-trauma/index.html	8	2.2481692542549343	0.0027299744018623217	0.32395348837209303	4	0.00022200888255370405	0.35714285714285715
https://unmhealth.org/about/index.html	231	2736.7723515489106	0.0738387833196968	0.4530081300813008	4	0.003396481077150223	0.08330510069640504
https://es.unmhealth.org/	452	48997.01342974701	0.13110284116950205	0.5865263157894737	3	0.007317871255728684	0.13033965818338794
https://unmhealth.org/_media/_icons/mobile-icons/hospital-medium-moible.png	34	461.45877909037716	0.00985356835507895	0.42353298875038004	4	0.0007323273015267159	0.0677361853832442
https://unmhealth.org/give/center-for-life.html	274	5472.659261565261	0.1050979348976882	0.48655256723716384	3	0.003979778821392486	0.28788000320847035
https://unmhealth.org/_media/images/text-image-feature-home.jpg	14	115.65211154626778	0.004072745913019232	0.4082649472450176	4	0.0004167094119411808	0.14285714285714285
