,Source,Target
0,https://www.rfuclinics.com/,https://3569-1.portal.athenahealth.com/
1,https://www.rfuclinics.com/,https://3569-1.portal.athenahealth.com/
2,https://www.rfuclinics.com/,https://3569-1.portal.athenahealth.com/
3,https://www.rfuclinics.com/,https://www.rosalindfranklin.edu/
4,https://www.rfuclinics.com/covidupdates/,https://3569-1.portal.athenahealth.com/
5,https://www.rfuclinics.com/covidupdates/,https://3569-1.portal.athenahealth.com/
6,https://www.rfuclinics.com/covidupdates/,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/index.html
7,https://www.rfuclinics.com/covidupdates/,https://www.rosalindfranklin.edu/covid19/
8,https://www.rfuclinics.com/covidupdates/,https://rfuhc.s3.amazonaws.com/files/resources/covid19-symptoms.pdf
9,https://www.rfuclinics.com/covidupdates/,https://rfuhc.s3.amazonaws.com/files/resources/covid19-symptoms-spanish.pdf
10,https://www.rfuclinics.com/covidupdates/,https://rfuhc.s3.amazonaws.com/files/resources/stop-the-spread-of-germs.pdf
11,https://www.rfuclinics.com/covidupdates/,https://rfuhc.s3.amazonaws.com/files/resources/stop-the-spread-of-germs-spanish.pdf
12,https://www.rfuclinics.com/covidupdates/,https://3569-1.portal.athenahealth.com/
13,https://www.rfuclinics.com/covidupdates/,https://www.rosalindfranklin.edu/
14,https://www.rfuclinics.com/services/,https://3569-1.portal.athenahealth.com/
15,https://www.rfuclinics.com/services/,https://3569-1.portal.athenahealth.com/
16,https://www.rfuclinics.com/services/,https://www.rosalindfranklin.edu/
17,https://www.rfuclinics.com/services/,https://3569-1.portal.athenahealth.com/
18,https://www.rfuclinics.com/services/,https://www.rosalindfranklin.edu/
19,https://www.rfuclinics.com/bill-pay/,https://3569-1.portal.athenahealth.com/
20,https://www.rfuclinics.com/bill-pay/,https://3569-1.portal.athenahealth.com/
21,https://www.rfuclinics.com/bill-pay/,https://3569-1.portal.athenahealth.com/
23,https://www.rfuclinics.com/bill-pay/,https://3569-1.portal.athenahealth.com/
24,https://www.rfuclinics.com/bill-pay/,https://www.rosalindfranklin.edu/
25,https://www.rfuclinics.com/services/primary-care/,https://3569-1.portal.athenahealth.com/
26,https://www.rfuclinics.com/services/primary-care/,https://3569-1.portal.athenahealth.com/
27,https://www.rfuclinics.com/services/primary-care/,https://3569-1.portal.athenahealth.com/
28,https://www.rfuclinics.com/services/primary-care/,https://www.rosalindfranklin.edu/
29,https://www.rfuclinics.com/services/physical-therapy/,https://3569-1.portal.athenahealth.com/
30,https://www.rfuclinics.com/services/physical-therapy/,https://3569-1.portal.athenahealth.com/
31,https://www.rfuclinics.com/services/physical-therapy/,https://3569-1.portal.athenahealth.com/
32,https://www.rfuclinics.com/services/physical-therapy/,https://www.rosalindfranklin.edu/
33,https://www.rfuclinics.com/our-providers/,https://3569-1.portal.athenahealth.com/
34,https://www.rfuclinics.com/our-providers/,https://3569-1.portal.athenahealth.com/
35,https://www.rfuclinics.com/our-providers/,https://3569-1.portal.athenahealth.com/
36,https://www.rfuclinics.com/our-providers/,https://www.rosalindfranklin.edu/
37,https://www.rfuclinics.com/services/behavioral-health/,https://3569-1.portal.athenahealth.com/
38,https://www.rfuclinics.com/services/behavioral-health/,https://3569-1.portal.athenahealth.com/
39,https://www.rfuclinics.com/services/behavioral-health/,https://3569-1.portal.athenahealth.com/
40,https://www.rfuclinics.com/services/behavioral-health/,https://www.rosalindfranklin.edu/
41,https://www.rfuclinics.com/locations/,https://3569-1.portal.athenahealth.com/
42,https://www.rfuclinics.com/locations/,https://3569-1.portal.athenahealth.com/
43,https://www.rfuclinics.com/locations/,https://3569-1.portal.athenahealth.com/
44,https://www.rfuclinics.com/locations/,https://www.rosalindfranklin.edu/
45,https://www.rfuclinics.com/appointment-scheduling/,https://3569-1.portal.athenahealth.com/
46,https://www.rfuclinics.com/appointment-scheduling/,https://3569-1.portal.athenahealth.com/
