Node	Degree	Betweenness	Eigenvector	Closeness	Eccentricity	PageRank	Clustering
https://uhnj.org/	78	7796.204133220146	0.03006292301890466	0.38908519827247745	3	0.0016356959710003278	0.4435564435564436
https://uhnj.org/maternity/index.htm	24	37468.038966005995	0.0024335873945762945	0.35731025779700737	4	0.0031706289447158585	0.025362318840579712
http://www.uhnj.org/	24	4540.387141913332	0.0019469942300171204	0.29586505448574413	4	0.0012949152268271298	0.010869565217391304
https://uhnj.org/index.htm	511	64363.369533768026	0.10884434220548947	0.5326525127653856	3	0.006781123388903159	0.19323893941138098
https://uhnj.org/specialized_services/index.htm	499	26510.568395652735	0.11010823974870312	0.5281108446576073	3	0.005963620646504625	0.21060595085753836
https://uhnj.org/ACC/index.htm	490	20189.33944368859	0.1084649218054674	0.5235076597992604	4	0.005774174769009854	0.20823004048245064
https://uhnj.org/directory/weightmanagement/index.htm	60	1209.2646867609578	0.029617919143189685	0.3829211746522411	4	0.0007445524328335604	0.7700564971751412
https://uhnj.org/about/awards/index.htm	505	39128.201837121786	0.11012585253695248	0.5289564985321591	3	0.006499358097125516	0.2056027031274556
https://uhnj.org/inclusion/index.htm	481	18385.74226409518	0.10774080990595497	0.520483193277311	4	0.005688185400904983	0.2151767151767152
https://uhnj.org/info/physicians.htm	66	64.54344630391569	0.033954130528441887	0.3881707794751273	3	0.0007785434035863255	0.7473193473193473
https://uhnj.org/about/history.htm	502	33155.46827661992	0.11011550950620247	0.5285333333333333	3	0.00624572125737976	0.20806991594500243
https://uhnj.org/info/patients.htm	70	824.0567425782299	0.03416423011297778	0.38900883218842003	3	0.0008983699184720858	0.6923395445134576
https://uhnj.org/visitation/index.htm?ref=hl	68	2091.8420408033116	0.03395845582304813	0.3884751078008624	3	0.0008625474924102877	0.7036874451273046
https://uhnj.org/Bulletin/topdocs/index.htm	497	22756.838351124585	0.11010419339086526	0.5278295605858855	3	0.005853633103045672	0.2123710001947167
