,Source,Target
0,https://health.tamu.edu/care/index.html,https://health.tamu.edu/care/index.html
1,https://health.tamu.edu/care/index.html,https://health.tamu.edu/care/index.html
2,https://health.tamu.edu/care/index.html,https://health.tamu.edu/care/index.html
3,https://health.tamu.edu/care/index.html,https://health.tamu.edu/care/index.html
4,https://health.tamu.edu/care/index.html,https://health.tamu.edu/care/index.html
5,https://health.tamu.edu/care/index.html,https://health.tamu.edu/care/index.html
6,https://health.tamu.edu/care/professionals/refer-patient.html,https://health.tamu.edu/care/index.html
7,https://health.tamu.edu/care/professionals/refer-patient.html,https://health.tamu.edu/care/index.html
8,https://health.tamu.edu/care/professionals/refer-patient.html,https://health.tamu.edu/care/index.html
9,https://health.tamu.edu/care/professionals/refer-patient.html,https://health.tamu.edu/care/index.html
10,https://health.tamu.edu/care/specialties/health-hub/index.html,https://health.tamu.edu/care/index.html
11,https://health.tamu.edu/care/specialties/health-hub/index.html,https://health.tamu.edu/care/index.html
12,https://health.tamu.edu/care/specialties/health-hub/index.html,https://health.tamu.edu/care/index.html
13,https://health.tamu.edu/care/specialties/health-hub/index.html,https://health.tamu.edu/care/index.html
14,https://health.tamu.edu/research/index.html,https://health.tamu.edu/care/index.html
15,https://health.tamu.edu/care/specialties/womens-care-plus/index.html,https://health.tamu.edu/care/index.html
16,https://health.tamu.edu/care/specialties/womens-care-plus/index.html,https://health.tamu.edu/care/index.html
17,https://health.tamu.edu/care/specialties/womens-care-plus/index.html,https://health.tamu.edu/care/index.html
18,https://health.tamu.edu/care/specialties/womens-care-plus/index.html,https://health.tamu.edu/care/index.html
19,https://health.tamu.edu/care/patients/programs.html,https://health.tamu.edu/care/index.html
20,https://health.tamu.edu/care/patients/programs.html,https://health.tamu.edu/care/index.html
21,https://health.tamu.edu/care/patients/programs.html,https://health.tamu.edu/care/index.html
22,https://health.tamu.edu/care/patients/programs.html,https://health.tamu.edu/care/index.html
23,https://health.tamu.edu/site-policies/index.html,https://health.tamu.edu/care/index.html
24,https://health.tamu.edu/care/professionals/index.html,https://health.tamu.edu/care/index.html
25,https://health.tamu.edu/care/professionals/index.html,https://health.tamu.edu/care/index.html
26,https://health.tamu.edu/care/professionals/index.html,https://health.tamu.edu/care/index.html
27,https://health.tamu.edu/care/professionals/index.html,https://health.tamu.edu/care/index.html
28,https://health.tamu.edu/care/specialties/index.html,https://health.tamu.edu/care/index.html
29,https://health.tamu.edu/care/specialties/index.html,https://health.tamu.edu/care/index.html
30,https://health.tamu.edu/care/specialties/index.html,https://health.tamu.edu/care/index.html
31,https://health.tamu.edu/care/specialties/index.html,https://health.tamu.edu/care/index.html
32,https://health.tamu.edu/care/patients/insurance.html,https://health.tamu.edu/care/index.html
33,https://health.tamu.edu/care/patients/insurance.html,https://health.tamu.edu/care/index.html
34,https://health.tamu.edu/care/patients/insurance.html,https://health.tamu.edu/care/index.html
35,https://health.tamu.edu/care/patients/insurance.html,https://health.tamu.edu/care/index.html
36,https://health.tamu.edu/care/patients/index.html,https://health.tamu.edu/care/index.html
37,https://health.tamu.edu/care/patients/index.html,https://health.tamu.edu/care/index.html
38,https://health.tamu.edu/care/patients/index.html,https://health.tamu.edu/care/index.html
39,https://health.tamu.edu/care/patients/index.html,https://health.tamu.edu/care/index.html
40,https://health.tamu.edu/care/providers/index.html,https://health.tamu.edu/care/index.html
41,https://health.tamu.edu/care/providers/index.html,https://health.tamu.edu/care/index.html
42,https://health.tamu.edu/care/providers/index.html,https://health.tamu.edu/care/index.html
43,https://health.tamu.edu/care/providers/index.html,https://health.tamu.edu/care/index.html
44,https://health.tamu.edu/,https://health.tamu.edu/care/index.html
45,https://health.tamu.edu/care/patients/oms-patient-portal.html,https://health.tamu.edu/care/index.html
46,https://health.tamu.edu/care/patients/oms-patient-portal.html,https://health.tamu.edu/care/index.html
47,https://health.tamu.edu/care/patients/oms-patient-portal.html,https://health.tamu.edu/care/index.html
48,https://health.tamu.edu/care/patients/oms-patient-portal.html,https://health.tamu.edu/care/index.html
49,https://health.tamu.edu/about/admin/operations.html,https://health.tamu.edu/care/index.html
50,https://health.tamu.edu/community/professional-education.html,https://health.tamu.edu/care/index.html
51,https://health.tamu.edu/giving.html,https://health.tamu.edu/care/index.html
52,https://health.tamu.edu/care/privacy/index.html,https://health.tamu.edu/care/index.html
53,https://health.tamu.edu/care/privacy/index.html,https://health.tamu.edu/care/index.html
54,https://health.tamu.edu/care/privacy/index.html,https://health.tamu.edu/care/index.html
55,https://health.tamu.edu/care/privacy/index.html,https://health.tamu.edu/care/index.html
56,https://health.tamu.edu/site-policies/accessibility.html,https://health.tamu.edu/care/index.html
57,https://health.tamu.edu/care/patients/patient-portal.html,https://health.tamu.edu/care/index.html
58,https://health.tamu.edu/care/patients/patient-portal.html,https://health.tamu.edu/care/index.html
59,https://health.tamu.edu/care/patients/patient-portal.html,https://health.tamu.edu/care/index.html
60,https://health.tamu.edu/care/patients/patient-portal.html,https://health.tamu.edu/care/index.html
61,https://health.tamu.edu/care/jobs/index.html,https://health.tamu.edu/care/index.html
62,https://health.tamu.edu/care/jobs/index.html,https://health.tamu.edu/care/index.html
63,https://health.tamu.edu/care/jobs/index.html,https://health.tamu.edu/care/index.html
64,https://health.tamu.edu/care/jobs/index.html,https://health.tamu.edu/care/index.html
65,https://health.tamu.edu/care/patients/resources.html,https://health.tamu.edu/care/index.html
66,https://health.tamu.edu/care/patients/resources.html,https://health.tamu.edu/care/index.html
67,https://health.tamu.edu/care/patients/resources.html,https://health.tamu.edu/care/index.html
68,https://health.tamu.edu/care/patients/resources.html,https://health.tamu.edu/care/index.html
69,https://health.tamu.edu/care/specialties/family-care/index.html,https://health.tamu.edu/care/index.html
70,https://health.tamu.edu/care/specialties/family-care/index.html,https://health.tamu.edu/care/index.html
71,https://health.tamu.edu/care/specialties/family-care/index.html,https://health.tamu.edu/care/index.html
72,https://health.tamu.edu/care/specialties/family-care/index.html,https://health.tamu.edu/care/index.html
73,https://health.tamu.edu/care/specialties/oral-care/index.html,https://health.tamu.edu/care/index.html
74,https://health.tamu.edu/care/specialties/oral-care/index.html,https://health.tamu.edu/care/index.html
75,https://health.tamu.edu/care/specialties/oral-care/index.html,https://health.tamu.edu/care/index.html
76,https://health.tamu.edu/care/specialties/oral-care/index.html,https://health.tamu.edu/care/index.html
77,https://health.tamu.edu/care/student-health/index.html,https://health.tamu.edu/care/index.html
78,https://health.tamu.edu/jobs/index.html,https://health.tamu.edu/care/index.html
79,https://health.tamu.edu/care/patients/appointment.html,https://health.tamu.edu/care/index.html
80,https://health.tamu.edu/care/patients/appointment.html,https://health.tamu.edu/care/index.html
81,https://health.tamu.edu/care/patients/appointment.html,https://health.tamu.edu/care/index.html
82,https://health.tamu.edu/care/patients/appointment.html,https://health.tamu.edu/care/index.html
83,https://health.tamu.edu/care/locations.html,https://health.tamu.edu/care/index.html
84,https://health.tamu.edu/care/locations.html,https://health.tamu.edu/care/index.html
85,https://health.tamu.edu/care/locations.html,https://health.tamu.edu/care/index.html
86,https://health.tamu.edu/care/locations.html,https://health.tamu.edu/care/index.html
87,https://health.tamu.edu/care/specialties/behavioral-care/index.html,https://health.tamu.edu/care/index.html
88,https://health.tamu.edu/care/specialties/behavioral-care/index.html,https://health.tamu.edu/care/index.html
89,https://health.tamu.edu/care/specialties/behavioral-care/index.html,https://health.tamu.edu/care/index.html
90,https://health.tamu.edu/care/specialties/behavioral-care/index.html,https://health.tamu.edu/care/index.html
91,https://health.tamu.edu/care/specialties/oral-care/services/facial-rejuvenation.html,https://health.tamu.edu/care/index.html
92,https://health.tamu.edu/care/specialties/oral-care/services/facial-rejuvenation.html,https://health.tamu.edu/care/index.html
