Source,Target
https://www.vumc.org/main/home,https://www.vumc.org/main/home
https://www.vumc.org/,https://www.vumc.org/main/home
https://www.vumc.org/main/,https://www.vumc.org/main/home
https://www.vumc.org/main/home,https://www.vumc.org/main/home
https://www.vumc.org/main/home,https://www.vumc.org/main/home
https://www.vumc.org/main/home,https://www.vumc.org/main/core/misc/drupal.init.js?v=8.9.19
https://www.vumc.org/main/resources-employees,https://www.vumc.org/main/core/misc/drupal.init.js?v=8.9.19
https://www.vumc.org/main/user/login?saml_login=false,https://www.vumc.org/main/core/misc/drupal.init.js?v=8.9.19
https://www.vumc.org/main/home,https://www.vumc.org/main/themes/custom/vanderbilt_d8/dist/css/multi-column-block.css?r2o6vf
https://www.vumc.org/main/home,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/psychiatry/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/radiation-oncology/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/careers/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/dbmi/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/radiology/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/compliance/integrity-line-hotline,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/ophthalmology/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/pmr/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/main/resources-employees,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/obgyn/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/vanderbilt-nursing/daisy-award,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/vanderbilt-nursing/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/pmi/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/ent,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/about/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/coronavirus/information-vumc-employees-and-patients,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/information-privacy-security/notice-privacy-practices,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/neurology,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/surgical-sciences/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/biostatistics/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/oor/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/anesthesiology,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/health-policy/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/main/user/login?saml_login=false,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/health-wellness/worklife-connections/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/general-counsel/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/compliance/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/wdcs/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/rss/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/it/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/acup/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/health-wellness/healthplus/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/health-wellness/work-life,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/it/node/761,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/health-wellness/occupational-health/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/safety,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/enterprisecybersecurity,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/it/accessvumc,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/elevate,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/pdc/welcome,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/facilities,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/smi/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/vanderbilt-nursing/our-magnet-designation,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/it/vumc-software-store,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/qsrp/opioid,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/safety/sds/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/epmo/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/emergency/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/wdcs,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/health-wellness/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/it/computer-support,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/it/itsm,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/risk-management/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/it/medical-center-help-and-support,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/elevate/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/gme/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/vpls/,https://www.instagram.com/vanderbilthealth/
https://www.vumc.org/main/home,https://www.vumc.org/main/core/themes/classy/css/components/ui-dialog.css?r2o6vf
https://www.vumc.org/main/resources-employees,https://www.vumc.org/main/core/themes/classy/css/components/ui-dialog.css?r2o6vf
https://www.vumc.org/main/user/login?saml_login=false,https://www.vumc.org/main/core/themes/classy/css/components/ui-dialog.css?r2o6vf
https://www.vumc.org/main/home,https://www.vumc.org/psychiatry/
https://www.vumc.org/psychiatry/,https://www.vumc.org/psychiatry/
https://www.vumc.org/psychiatry/,https://www.vumc.org/psychiatry/
https://www.vumc.org/main/home,https://www.vumc.org/main/sites/default/files/public_files/Starbrite.png
https://www.vumc.org/main/home,https://www.vumc.org/main/themes/custom/main_vanderbilt_d8/dist/js/menus.js?r2o6vf
https://www.vumc.org/main/resources-employees,https://www.vumc.org/main/themes/custom/main_vanderbilt_d8/dist/js/menus.js?r2o6vf
https://www.vumc.org/main/user/login?saml_login=false,https://www.vumc.org/main/themes/custom/main_vanderbilt_d8/dist/js/menus.js?r2o6vf
https://www.vumc.org/main/home,https://www.vumc.org/main/core/themes/classy/css/components/pager.css?r2o6vf
https://www.vumc.org/main/resources-employees,https://www.vumc.org/main/core/themes/classy/css/components/pager.css?r2o6vf
https://www.vumc.org/main/user/login?saml_login=false,https://www.vumc.org/main/core/themes/classy/css/components/pager.css?r2o6vf
https://www.vumc.org/main/home,https://www.vanderbilthealth.com/
https://www.vumc.org/main/home,https://www.vanderbilthealth.com/
https://www.vumc.org/main/home,https://www.vanderbilthealth.com/
https://www.vumc.org/psychiatry/,https://www.vanderbilthealth.com/
https://www.vumc.org/psychiatry/,https://www.vanderbilthealth.com/
https://www.vumc.org/psychiatry/,https://www.vanderbilthealth.com/
https://www.vumc.org/radiation-oncology/,https://www.vanderbilthealth.com/
https://www.vumc.org/radiation-oncology/,https://www.vanderbilthealth.com/
https://www.vumc.org/radiation-oncology/,https://www.vanderbilthealth.com/
https://www.vumc.org/careers/,https://www.vanderbilthealth.com/
https://www.vumc.org/careers/,https://www.vanderbilthealth.com/
https://www.vumc.org/careers/,https://www.vanderbilthealth.com/
https://www.vumc.org/dbmi/,https://www.vanderbilthealth.com/
https://www.vumc.org/dbmi/,https://www.vanderbilthealth.com/
https://www.vumc.org/dbmi/,https://www.vanderbilthealth.com/
https://www.vumc.org/radiology/,https://www.vanderbilthealth.com/
https://www.vumc.org/radiology/,https://www.vanderbilthealth.com/
https://www.vumc.org/radiology/,https://www.vanderbilthealth.com/
https://www.vumc.org/compliance/integrity-line-hotline,https://www.vanderbilthealth.com/
https://www.vumc.org/compliance/integrity-line-hotline,https://www.vanderbilthealth.com/
https://www.vumc.org/compliance/integrity-line-hotline,https://www.vanderbilthealth.com/
https://www.vumc.org/ophthalmology/,https://www.vanderbilthealth.com/
https://www.vumc.org/ophthalmology/,https://www.vanderbilthealth.com/
https://www.vumc.org/ophthalmology/,https://www.vanderbilthealth.com/
https://www.vumc.org/pmr/,https://www.vanderbilthealth.com/
https://www.vumc.org/pmr/,https://www.vanderbilthealth.com/
https://www.vumc.org/pmr/,https://www.vanderbilthealth.com/
https://www.vumc.org/main/resources-employees,https://www.vanderbilthealth.com/
https://www.vumc.org/main/resources-employees,https://www.vanderbilthealth.com/
https://www.vumc.org/main/resources-employees,https://www.vanderbilthealth.com/
https://www.vumc.org/obgyn/,https://www.vanderbilthealth.com/
https://www.vumc.org/obgyn/,https://www.vanderbilthealth.com/
https://www.vumc.org/obgyn/,https://www.vanderbilthealth.com/
https://www.vumc.org/vanderbilt-nursing/daisy-award,https://www.vanderbilthealth.com/
https://www.vumc.org/vanderbilt-nursing/daisy-award,https://www.vanderbilthealth.com/
https://www.vumc.org/vanderbilt-nursing/daisy-award,https://www.vanderbilthealth.com/
https://www.vumc.org/vanderbilt-nursing/,https://www.vanderbilthealth.com/
https://www.vumc.org/vanderbilt-nursing/,https://www.vanderbilthealth.com/
https://www.vumc.org/vanderbilt-nursing/,https://www.vanderbilthealth.com/
https://www.vumc.org/pmi/,https://www.vanderbilthealth.com/
https://www.vumc.org/pmi/,https://www.vanderbilthealth.com/
https://www.vumc.org/pmi/,https://www.vanderbilthealth.com/
https://www.vumc.org/ent,https://www.vanderbilthealth.com/
https://www.vumc.org/ent,https://www.vanderbilthealth.com/
https://www.vumc.org/ent,https://www.vanderbilthealth.com/
https://www.vumc.org/about/,https://www.vanderbilthealth.com/
https://www.vumc.org/about/,https://www.vanderbilthealth.com/
https://www.vumc.org/about/,https://www.vanderbilthealth.com/
https://www.vumc.org/coronavirus/information-vumc-employees-and-patients,https://www.vanderbilthealth.com/
https://www.vumc.org/coronavirus/information-vumc-employees-and-patients,https://www.vanderbilthealth.com/
https://www.vumc.org/coronavirus/information-vumc-employees-and-patients,https://www.vanderbilthealth.com/
https://www.vumc.org/information-privacy-security/notice-privacy-practices,https://www.vanderbilthealth.com/
https://www.vumc.org/information-privacy-security/notice-privacy-practices,https://www.vanderbilthealth.com/
https://www.vumc.org/information-privacy-security/notice-privacy-practices,https://www.vanderbilthealth.com/
https://www.vumc.org/neurology,https://www.vanderbilthealth.com/
https://www.vumc.org/neurology,https://www.vanderbilthealth.com/
https://www.vumc.org/neurology,https://www.vanderbilthealth.com/
https://www.vumc.org/surgical-sciences/,https://www.vanderbilthealth.com/
