"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","Meta Keywords 2","Meta Keywords 2 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://uhnj.org/","text/html; charset=UTF-8","200","OK","Indexable","","Home | University Hospital","26","234","University Hospital is an academic medical center. We are a regional resource for advanced care in a wide range of medical specialties. We are home to northern New Jersey's Level I Trauma Center and to specialty programs such as the Center for Liver Diseases and the Comprehensive Stroke Center.","295","1888","","0","","0","Virtual Family Visit Request","28","University Hospital Earns National Recognition For Quality Improvement Measures","79","","0","","0","","","","","","","","","","27902","382","12.914","0","","9","2","0","0.380","62","45","0","11","11","0","","","","","ed74d79bdb901680c293f84b4ab7cbd7","0.026","Thu, 03 Feb 2022 12:09:00 GMT","","","","1.1","https://uhnj.org/","2022-02-04 11:34:16"
"https://uhnj.org/images/vaccine.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","40628","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.087","Wed, 21 Apr 2021 17:24:14 GMT","","","","1.1","https://uhnj.org/images/vaccine.png","2022-02-04 11:34:17"
"https://uhnj.org/UH_Strategic_Plan.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","1378202","0","0.000","1","","486","457","0","85.740","0","0","0","0","0","0","","","","","","0.087","Wed, 17 Jul 2019 13:34:17 GMT","","","","1.1","https://uhnj.org/UH_Strategic_Plan.pdf","2022-02-04 11:34:17"
"https://uhnj.org/assets/css/animate.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","70808","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.087","Fri, 09 Apr 2021 06:38:29 GMT","","","","1.1","https://uhnj.org/assets/css/animate.css","2022-02-04 11:34:17"
"https://uhnj.org/specialized_services/index.htm","text/html; charset=UTF-8","200","OK","Indexable","","Specialized Services: The University Hospital, Newark, NJ","57","512","","0","0","","0","","0","SPECIALIZED SERVICES","20","","0","","0","","0","","","","","","","","","","41325","2423","44.399","1","","1312","466","0","87.430","124","60","0","16","14","0","","","","","f0f3aa276e4adc9bb5ee87472488b9d6","0.027","Tue, 01 Feb 2022 17:17:48 GMT","","","","1.1","https://uhnj.org/specialized_services/index.htm","2022-02-04 11:34:17"
"https://uhnj.org/assets/js/jquery.mixitup.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","52224","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.067","Fri, 09 Apr 2021 06:38:37 GMT","","","","1.1","https://uhnj.org/assets/js/jquery.mixitup.js","2022-02-04 11:34:17"
"https://uhnj.org/images/new-images/social/instagram.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","3401","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.050","Fri, 09 Apr 2021 06:42:54 GMT","","","","1.1","https://uhnj.org/images/new-images/social/instagram.png","2022-02-04 11:34:17"
"https://uhnj.org/ACC/index.htm","text/html; charset=UTF-8","200","OK","Indexable","","Ambulatory Care Services | University Hospital, Newark, NJ","58","523","","0","0","","0","","0","Ambulatory Care Services","24","","0","","0","","0","","","","","","","","","","20817","215","12.129","1","","530","466","0","87.430","78","42","0","10","10","0","","","","","d87f2b6580950be9af87270dbe2f5f98","0.087","Tue, 26 Oct 2021 13:18:31 GMT","","","","1.1","https://uhnj.org/ACC/index.htm","2022-02-04 11:34:17"
"https://uhnj.org/assets/css/theme-color/default-theme.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","5835","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.146","Fri, 09 Apr 2021 06:38:30 GMT","","","","1.1","https://uhnj.org/assets/css/theme-color/default-theme.css","2022-02-04 11:34:17"
"https://uhnj.org/assets/css/bootstrap.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","","148383","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.147","Fri, 09 Apr 2021 15:16:19 GMT","","","","1.1","https://uhnj.org/assets/css/bootstrap.css","2022-02-04 11:34:17"
