"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.cumedicine.us/","text/html; charset=utf-8","200","OK","Indexable","","University of Colorado Medicine - Denver, CO","44","402","University of Colorado Medicine provides expert healthcare across the Rocky Mountain Region with board-certified providers and convenient locations near you.","157","996","","0","","0","health insights","15","Our Partners","12","Quick Links","11","","","","https://www.cumedicine.us/","","","","","","53705","661","8.854","0","","135","129","0","100.000","60","38","0","19","12","0","","","","","48fa7859010ab6ead8051c5da5288e12","0.236","","","","","1.1","https://www.cumedicine.us/","2022-02-04 10:14:09"
"https://www.cumedicine.us/get-care-today/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","163","0","0.000","1","","174","129","0","100.000","0","0","0","0","0","0","","","","","","0.199","","https://www.cumedicine.us/get-care-today","HTTP Redirect","","1.1","https://www.cumedicine.us/get-care-today/","2022-02-04 10:14:09"
"https://www.cumedicine.us/faqs","text/html; charset=utf-8","200","OK","Indexable","","FAQS","4","53","","0","0","","0","FAQS","4","","0","Find Answers to frequently asked questions","42","Quick Links","11","","","","https://www.cumedicine.us/faqs","","","","","","36828","570","10.846","1","","133","129","0","100.000","46","30","0","20","13","0","","","","","6a818beb31a14525105badd08fd85249","0.195","","","","","1.1","https://www.cumedicine.us/faqs","2022-02-04 10:14:09"
"https://www.cumedicine.us/specialties/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","160","0","0.000","1","","131","129","0","100.000","0","0","0","0","0","0","","","","","","0.061","","https://www.cumedicine.us/specialties","HTTP Redirect","","1.1","https://www.cumedicine.us/specialties/","2022-02-04 10:14:10"
"https://www.cumedicine.us/ResourcePackages/Assets/Images/dmg-logo.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2266","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.214","Sat, 22 Jan 2022 03:52:58 GMT","","","","1.1","https://www.cumedicine.us/ResourcePackages/Assets/Images/dmg-logo.svg","2022-02-04 10:14:10"
"https://www.cumedicine.us/ResourcePackages/Assets/Images/UCM-logo.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","15827","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.274","Sat, 22 Jan 2022 03:52:58 GMT","","","","1.1","https://www.cumedicine.us/ResourcePackages/Assets/Images/UCM-logo.svg","2022-02-04 10:14:10"
"https://www.cumedicine.us/images/default-source/default-album/cu-medicine-homepage_uspsection_trim.png?sfvrsn=17f2688e_10","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","806442","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.270","Thu, 27 Jan 2022 23:45:38 GMT","","","","1.1","https://www.cumedicine.us/images/default-source/default-album/cu-medicine-homepage_uspsection_trim.png?sfvrsn=17f2688e_10","2022-02-04 10:14:10"
"https://www.cumedicine.us/patient-info/request-records","text/html; charset=utf-8","200","OK","Indexable","","Request Records - CU Medicine - Denver, CO","42","407","","0","0","","0","Patient Info","12","Records Request","15","Quick Links","11","Billing & Insurance","19","","","","https://www.cumedicine.us/patient-info/request-records","","","","","","39008","250","5.182","1","","133","129","0","100.000","42","27","0","21","14","0","","","","","e6ff035d9a4981ed9d5802fe761c605a","0.395","","","","","1.1","https://www.cumedicine.us/patient-info/request-records","2022-02-04 10:14:10"
"https://www.cumedicine.us/patient-referrals-transfers","text/html; charset=utf-8","200","OK","Indexable","","Referring & Transferring Patients - CU Medicine - Denver, CO","60","545","","0","0","","0","For Referring Providers","23","Patient Referrals and Transfers","31","Quick Links","11","Billing & Insurance","19","","","","https://www.cumedicine.us/patient-referrals-transfers","","","","","","38075","192","4.436","1","","132","128","0","99.220","43","27","0","19","12","0","","","","","e819f39dc98e7284a1614691aa1f2b2e","0.342","","","","","1.1","https://www.cumedicine.us/patient-referrals-transfers","2022-02-04 10:14:10"
"https://www.cumedicine.us/privacy-policy-terms-of-use/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","176","0","0.000","1","","128","128","0","99.220","0","0","0","0","0","0","","","","","","0.225","","https://www.cumedicine.us/privacy-policy-terms-of-use","HTTP Redirect","","1.1","https://www.cumedicine.us/privacy-policy-terms-of-use/","2022-02-04 10:14:10"
