"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.navicenthealth.org/","text/html; charset=UTF-8","200","OK","Indexable","","World Class Health Care Services at Macon, Georgia- Navicent Health","67","619","Atrium Health Navicent, a part of Central Georgia Health System, is the second-largest hospital in Georgia and the only designated Level I Trauma Center in the region.","167","1035","medical center, central georgia","31","","0","","0","✕","1","Community News","14","","","","","","","","","","122801","618","4.726","0","","1902","716","0","99.860","77","55","0","13","13","0","","","","","c378e4c7a0ab88db7e3ab80591d96ab6","0.272","","","","","1.1","https://www.navicenthealth.org/","2022-01-21 14:44:56"
"https://www.navicenthealth.org/for-patients-and-visitors/pt.html","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","815","716","0","99.860","0","0","0","0","0","0","","","","","","0.087","","https://www.navicenthealth.org/for-patients-and-visitors/pt","HTTP Redirect","","1.1","https://www.navicenthealth.org/for-patients-and-visitors/pt.html","2022-01-21 14:44:57"
"https://www.navicenthealth.org/policies.html","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","716","716","0","99.860","0","0","0","0","0","0","","","","","","0.079","","https://www.navicenthealth.org/policies","HTTP Redirect","","1.1","https://www.navicenthealth.org/policies.html","2022-01-21 14:44:57"
"https://www.navicenthealth.org/uploads/slides/filename/849a4dc8-1419-4634-a9a0-d81967730891/navicent_health_covid19_visitation_notice_web_banner.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","59363","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.203","Thu, 04 Feb 2021 18:18:34 GMT","","","","1.1","https://www.navicenthealth.org/uploads/slides/filename/849a4dc8-1419-4634-a9a0-d81967730891/navicent_health_covid19_visitation_notice_web_banner.jpg","2022-01-21 14:44:57"
"https://www.navicenthealth.org/covid-19-risk-assesment.html","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","4","3","0","0.420","0","0","0","0","0","0","","","","","","0.218","","https://www.navicenthealth.org/covid-19-risk-assesment","HTTP Redirect","","1.1","https://www.navicenthealth.org/covid-19-risk-assesment.html","2022-01-21 14:44:57"
"https://www.navicenthealth.org/js/placeholder.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1613","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.062","Tue, 16 Feb 2021 22:45:23 GMT","","","","1.1","https://www.navicenthealth.org/js/placeholder.min.js","2022-01-21 14:44:57"
"https://www.navicenthealth.org/media-resources.html","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","716","716","0","99.860","0","0","0","0","0","0","","","","","","0.082","","https://www.navicenthealth.org/media-resources","HTTP Redirect","","1.1","https://www.navicenthealth.org/media-resources.html","2022-01-21 14:44:57"
"https://www.navicenthealth.org/sitemap-friendly","text/html; charset=UTF-8","200","OK","Indexable","","Atrium Health Navicent | Friendly Sitemap","41","368","","0","0","","0","","0","","0","✕","1","Site Map","8","","","","","","","","","","66299","875","11.152","1","","744","716","0","99.860","230","135","0","27","24","0","","","","","10d6b5115bd8111c094715ab75287d03","0.222","","","","","1.1","https://www.navicenthealth.org/sitemap-friendly","2022-01-21 14:44:57"
"https://www.navicenthealth.org/js/jquery/jquery_20210209v172.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","33584","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.069","Tue, 16 Feb 2021 22:45:23 GMT","","","","1.1","https://www.navicenthealth.org/js/jquery/jquery_20210209v172.min.js","2022-01-21 14:44:57"
"https://www.navicenthealth.org/ourHospital.html","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","718","716","0","99.860","0","0","0","0","0","0","","","","","","0.099","","https://www.navicenthealth.org/ourHospital","HTTP Redirect","","1.1","https://www.navicenthealth.org/ourHospital.html","2022-01-21 14:44:57"
