"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://health.ucdavis.edu/medicalcenter/","text/html","200","OK","Indexable","","UC Davis Medical Center | UC Davis Health","41","387","A nationally ranked academic medical center serving much of inland Northern California and the Central Valley.","110","683","UC Davis Medical Center, medical center, hospital, inpatient, Sacramento,
UC, Davis, medical, center, health, doctor, physician, hospital, Sacramento, treatment","160","Expert COVID-19 info to help you stay safe","42","Sacramento’s #1 hospital","24","Variants, vaccines, boosters, symptoms, masks, long-haul, and more","66","Proudly ranked among the nation’s best in 9 adult specialties","61","","","","","","","","","","55822","407","10.107","0","","527","244","0","78.710","157","91","0","30","18","0","","","","","594b8d204e9aafd646b1ba068f13ec6a","0.227","","","","","1.1","https://health.ucdavis.edu/medicalcenter/","2022-02-04 10:24:30"
"https://health.ucdavis.edu/global/design/responsive/utility/autocomplete/jquery-ui-1.10.4.custom.css?v=4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","531","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.117","Mon, 23 Jun 2014 16:56:11 GMT","","","","1.1","https://health.ucdavis.edu/global/design/responsive/utility/autocomplete/jquery-ui-1.10.4.custom.css?v=4","2022-02-04 10:24:31"
"https://health.ucdavis.edu/medicalcenter/aboutus/","text/html","200","OK","Indexable","","UC Davis Medical Center | Sacramento, Calif. | UC Davis Health","62","565","UC Davis Medical Center serves 33 counties and 6 million residents across Northern and Central California.","106","669","facts, information, about, CEO, leadership, sacramento hospital,
UC, Davis, medical, center, health, doctor, physician, hospital, Sacramento, treatment","151","About UC Davis Medical Center","29","","0","Fast facts","10","A message from our Chief Administrator about quality, safety and equity","71","","","","","","","","","","43913","608","15.823","1","","145","136","0","43.870","144","89","0","19","16","0","","","","","f87b3b2a3932a9f2e88f959ba5af906e","0.392","","","","","1.1","https://health.ucdavis.edu/medicalcenter/aboutus/","2022-02-04 10:24:31"
"https://health.ucdavis.edu/medicalcenter/patients/home_care.html","text/html","200","OK","Indexable","","UC Davis Medical Center: Continuing Your Care at Home","53","505","","0","0",",
UC, Davis, medical, center, health, doctor, physician, hospital, Sacramento, treatment","88","Continuing your care at home","28","","0","Planning your discharge","23","Prescriptions","13","","","","","","","","","","50036","865","17.891","1","","165","137","0","44.190","153","89","0","20","14","0","","","","","6935d71cbfed39118070671e97b73cfa","0.405","","","","","1.1","https://health.ucdavis.edu/medicalcenter/patients/home_care.html","2022-02-04 10:24:31"
"https://health.ucdavis.edu/discovering-healthy/","text/html;charset=UTF-8","200","OK","Indexable","","Discovering Healthy | UC Davis Health","37","341","Discover UC Davis Health's world-class care right here in your neighborhood. From personalized primary care to specialty care we partner with you to serve all of your health care needs.","185","1151","discovering healthy, health, UC Davis Health, primary care, specialty care","74","Discovering Healthy | UC Davis Health","37","","0","Helping you discover your best health","37","World-class expertise when you need it most","43","","","","","","","","","","31568","213","6.870","1","","18","6","0","1.940","40","24","0","13","12","0","","","","","f31910590c8782d0680145553cdafc5d","0.149","","","","","1.1","https://health.ucdavis.edu/discovering-healthy/","2022-02-04 10:24:31"
"https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html","text/html","200","OK","Indexable","","Patient Financial Assistance | UC Davis Medical Center","54","487","UC Davis Health's Financial Assistance (Charity Care) Program is designed to help meet the needs of low income, uninsured and underinsured patients.","148","940","assistance, charity, discount, poverty, low income,
UC, Davis, medical, center, health, doctor, physician, hospital, Sacramento, treatment","138","Patient Financial Assistance Program Summary","44","","0","Questions?","10","Financial Assistance Program Documents","38","","","","","","","","","","51620","703","15.968","1","","310","158","0","50.970","161","105","0","20","14","0","","","","","2a90e7efe734347872c30b9173aad8d8","0.421","","","","","1.1","https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html","2022-02-04 10:24:31"
"https://health.ucdavis.edu/cancer/","text/html","200","OK","Indexable","","UC Davis Comprehensive Cancer Center","36","363","An NCI-designated center serving Central Valley and inland Northern California, provides cancer care, clinical trials, research programs, diagnosis, treatment.","159","973","Synthesis, clinical trials, NCI, network, specialties, UC, Davis, cancer, medical, treatment, hospital, research, doctor, onc,
UC, Davis, cancer, medical, treatment, hospital, research, doctor, oncology, Sacramento","214","Breaking Barriers to Beat Cancer","32","","0","Ranked among nation’s best hospitals","36","Choose UC Davis Health for your cancer care","43","","","","","","","","","","53205","138","8.083","1","","193","159","0","51.290","170","125","0","23","18","0","","","","","a673e6975c709eb2734ca44f9be600fe","0.212","","","","","1.1","https://health.ucdavis.edu/cancer/","2022-02-04 10:24:31"
"https://health.ucdavis.edu/legal","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","306","300","0","96.770","0","0","0","0","0","0","","","","","","0.116","","https://health.ucdavis.edu/legal/","HTTP Redirect","","1.1","https://health.ucdavis.edu/legal","2022-02-04 10:24:31"
"https://health.ucdavis.edu/global/images/icons/YouTube-48x48.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.873","Fri, 06 Jan 2017 16:16:30 GMT","","","","1.1","https://health.ucdavis.edu/global/images/icons/YouTube-48x48.svg","2022-02-04 10:24:31"
"https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html","text/html","200","OK","Indexable","","Acute-care transfers and emergency consultations at UC Davis Health","67","614","Information for physicians on acute, inter-facility transfers and emergency consultations","89","543","Acute-care transfers, emergency, consultations, UC, Davis,
UC, Davis, medical, center, health, doctor, physician, referral, consult, transfer","141","24/7 acute, inter-facility transfers and emergency consultations","64","","0","REQUEST A TRANSFER, ADMISSION OR URGENT TELEMEDICINE CONSULT","60","Quick Links","11","","","","","","","","","","25846","395","14.112","1","","150","141","0","45.480","45","31","0","20","20","0","","","","","47377c3c43b4f9afd8f21b2b52777888","1.295","","","","","1.1","https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html","2022-02-04 10:24:31"
